individual,timestamp_local,timezone,longitude,latitude,UTMeasting,UTMnorthing,UTMzone
Romeo,2002-07-11T09:03:00Z,Eastern African Time,38.94142667,-3.832885,493496.7349352125,9576344.481644636,37S
Romeo,2002-07-11T16:03:00Z,Eastern African Time,38.941655,-3.82165333,493522.00152452686,9577585.976561954,37S
Romeo,2002-07-11T23:03:00Z,Eastern African Time,38.94113333,-3.84717667,493464.27474036085,9574764.748490602,37S
Romeo,2002-07-12T06:03:00Z,Eastern African Time,38.88781,-3.82275,487543.64446209907,9577464.162940698,37S
Romeo,2002-07-12T13:03:00Z,Eastern African Time,38.88411,-3.83400833,487133.00427664426,9576219.666445978,37S
Romeo,2002-07-12T20:03:00Z,Eastern African Time,38.88833,-3.79649667,487601.00388667005,9580366.086371705,37S
Romeo,2002-07-13T03:03:00Z,Eastern African Time,38.88702,-3.81747667,487455.85477763676,9578047.03996904,37S
Romeo,2002-07-13T11:03:00Z,Eastern African Time,38.871965,-3.819665,485784.3347342414,9577804.918308094,37S
Romeo,2002-07-13T18:03:00Z,Eastern African Time,38.88111333,-3.83146167,486800.2514998399,9576501.116546955,37S
Romeo,2002-07-14T00:03:00Z,Eastern African Time,38.87338833,-3.83385833,485942.5980249257,9576236.078290626,37S
Romeo,2002-07-14T15:03:00Z,Eastern African Time,38.87359167,-3.83417,485965.17951541353,9576201.631093888,37S
Romeo,2002-07-14T22:03:00Z,Eastern African Time,38.87359333,-3.83437,485965.3670831002,9576179.524065517,37S
Romeo,2002-07-15T04:03:00Z,Eastern African Time,38.90614833,-3.83799,489579.91919578746,9575779.851375315,37S
Romeo,2002-07-15T11:03:00Z,Eastern African Time,38.906165,-3.8373,489581.76165949705,9575856.120842787,37S
Romeo,2002-07-15T18:03:00Z,Eastern African Time,38.88171333,-3.836435,486866.9442769354,9575951.397517234,37S
Romeo,2002-07-16T01:03:00Z,Eastern African Time,38.88143833,-3.83191667,486836.34260409337,9576450.828009613,37S
Romeo,2002-07-16T08:03:00Z,Eastern African Time,38.87774333,-3.82839667,486426.0383142257,9576839.854471555,37S
Romeo,2002-07-16T15:03:00Z,Eastern African Time,38.87679333,-3.82834,486320.5602792874,9576846.103418471,37S
Romeo,2002-07-16T22:03:00Z,Eastern African Time,38.879455,-3.81271667,486615.83959467127,9578573.073577683,37S
Romeo,2002-07-17T12:03:00Z,Eastern African Time,38.83577333,-3.76533,481764.8423798782,9583810.174102632,37S
Romeo,2002-07-17T20:03:00Z,Eastern African Time,38.87393833,-3.72203,486001.87138336094,9588597.046535375,37S
Romeo,2002-07-18T02:03:00Z,Eastern African Time,38.92480333,-3.73928167,491650.18530890293,9586690.779910445,37S
Romeo,2002-07-18T09:03:00Z,Eastern African Time,38.92089333,-3.72775,491215.9052684468,9587965.393283518,37S
Romeo,2002-07-18T16:03:00Z,Eastern African Time,38.93012833,-3.72266833,492241.3262224456,9588527.181407366,37S
Romeo,2002-07-19T00:03:00Z,Eastern African Time,38.95456833,-3.71228833,494955.12876893027,9589674.709376331,37S
Romeo,2002-07-19T06:03:00Z,Eastern African Time,38.95444,-3.71156167,494940.87447636185,9589755.029812805,37S
Romeo,2002-07-19T20:03:00Z,Eastern African Time,38.95430833,-3.71160333,494926.25366055977,9589750.424182158,37S
Romeo,2002-07-20T03:03:00Z,Eastern African Time,38.95432667,-3.71184667,494928.2915801494,9589723.526765414,37S
Romeo,2002-07-20T10:03:00Z,Eastern African Time,38.95433333,-3.71189167,494929.03138404776,9589718.552740589,37S
Romeo,2002-07-20T17:03:00Z,Eastern African Time,38.95445833,-3.711785,494942.91116778285,9589730.344195776,37S
Romeo,2002-07-21T00:03:00Z,Eastern African Time,38.95350833,-3.71172833,494837.41985800315,9589736.60271431,37S
Romeo,2002-07-21T07:03:00Z,Eastern African Time,38.95373667,-3.71180333,494862.7758831299,9589728.313937925,37S
Romeo,2002-07-21T22:03:00Z,Eastern African Time,38.95354833,-3.71190167,494841.86258944514,9589717.442856716,37S
Romeo,2002-07-22T04:03:00Z,Eastern African Time,38.95363167,-3.711785,494851.1162477232,9589730.339429434,37S
Romeo,2002-07-22T11:03:00Z,Eastern African Time,38.95382,-3.71186833,494872.02948251466,9589721.129663482,37S
Romeo,2002-07-22T18:03:00Z,Eastern African Time,38.953865,-3.71154167,494877.0245411189,9589757.237200093,37S
Romeo,2002-07-23T01:03:00Z,Eastern African Time,38.95381333,-3.71178333,494871.2883345428,9589730.525077201,37S
Romeo,2002-07-23T15:03:00Z,Eastern African Time,38.95350667,-3.71190167,494837.23653291,9589717.442613801,37S
Romeo,2002-07-23T22:03:00Z,Eastern African Time,38.953505,-3.71197667,494837.0515264228,9589709.152498972,37S
Romeo,2002-07-24T06:03:00Z,Eastern African Time,38.95365667,-3.71180333,494853.8924322686,9589728.313473163,37S
Romeo,2002-07-24T19:03:00Z,Eastern African Time,38.95306,-3.71186167,494787.6366661496,9589721.861385034,37S
Romeo,2002-07-25T02:03:00Z,Eastern African Time,38.95328667,-3.71205167,494812.8079207981,9589700.86111715,37S
Romeo,2002-07-25T09:03:00Z,Eastern African Time,38.923395,-3.70737,491493.498437467,9590218.117271041,37S
Romeo,2002-07-25T16:03:00Z,Eastern African Time,38.92384667,-3.70760667,491543.6558170184,9590191.961326817,37S
Romeo,2002-07-25T23:03:00Z,Eastern African Time,38.92274667,-3.70877,491421.51893528213,9590063.36231644,37S
Romeo,2002-07-26T21:03:00Z,Eastern African Time,38.88112333,-3.83386333,486801.39859773964,9576235.648630086,37S
Romeo,2002-07-27T03:03:00Z,Eastern African Time,38.91654,-3.83087,490733.60060852324,9576566.980975065,37S
Romeo,2002-07-27T17:03:00Z,Eastern African Time,38.93847833,-3.82198667,493169.3009118644,9577549.10622124,37S
Romeo,2002-07-28T00:03:00Z,Eastern African Time,38.94201167,-3.81712667,493561.5685893371,9578086.333729088,37S
Romeo,2002-07-28T07:03:00Z,Eastern African Time,38.92334333,-3.74738833,491488.1455405316,9585794.697243106,37S
Romeo,2002-07-28T14:03:00Z,Eastern African Time,38.92298,-3.74727667,491447.8007530773,9585807.036032448,37S
Romeo,2002-07-28T21:03:00Z,Eastern African Time,38.92771667,-3.702415,491973.34821683686,9590765.857365886,37S
Romeo,2002-07-29T04:03:00Z,Eastern African Time,38.8723,-3.78536167,485820.96923897247,9581596.649336282,37S
Romeo,2002-07-29T11:03:00Z,Eastern African Time,38.87999167,-3.828355,486675.6676163568,9576844.495712455,37S
Romeo,2002-07-29T18:03:00Z,Eastern African Time,38.88097667,-3.83416667,486785.1199116299,9576202.116608,37S
Romeo,2002-07-30T01:03:00Z,Eastern African Time,38.88005333,-3.82139167,486682.406150293,9577614.189930592,37S
Romeo,2002-07-30T23:03:00Z,Eastern African Time,38.88086,-3.832775,486772.14491217514,9576355.943393204,37S
Romeo,2002-07-31T05:03:00Z,Eastern African Time,38.88875833,-3.84805167,487649.300038934,9574667.450963018,37S
Romeo,2002-07-31T19:03:00Z,Eastern African Time,38.88596833,-3.84989333,487339.5647358834,9574463.841717718,37S
Romeo,2002-08-01T02:03:00Z,Eastern African Time,38.84169667,-3.86800167,482424.6383146342,9572461.443071155,37S
Romeo,2002-08-01T10:03:00Z,Eastern African Time,38.85137667,-3.86964667,483499.3783852626,9572279.806404267,37S
Romeo,2002-08-01T23:03:00Z,Eastern African Time,38.88120833,-3.83353,486810.8308568912,9576272.494652048,37S
Romeo,2002-08-02T14:03:00Z,Eastern African Time,38.88247167,-3.85451167,486951.41575570015,9573953.299503349,37S
Romeo,2002-08-02T20:03:00Z,Eastern African Time,38.886975,-3.85266833,487451.37166964164,9574157.121218266,37S
Romeo,2002-08-03T03:03:00Z,Eastern African Time,38.86368667,-3.86177667,484865.9358034117,9573149.949370544,37S
Romeo,2002-08-03T18:03:00Z,Eastern African Time,38.88106333,-3.83391833,486794.7377709509,9576229.56826716,37S
Romeo,2002-08-04T00:03:00Z,Eastern African Time,38.88110167,-3.83384167,486798.9934024496,9576238.042489858,37S
Romeo,2002-08-04T07:03:00Z,Eastern African Time,38.87911,-3.81575333,486577.581159379,9578237.41038075,37S
Romeo,2002-08-04T14:03:00Z,Eastern African Time,38.87921,-3.81573167,486588.68384167546,9578239.806131683,37S
Romeo,2002-08-04T21:03:00Z,Eastern African Time,38.89264833,-3.837425,488081.0435786567,9575842.127611883,37S
Romeo,2002-08-05T04:03:00Z,Eastern African Time,38.90285333,-3.839995,489214.1096441554,9575558.18752424,37S
Romeo,2002-08-05T18:03:00Z,Eastern African Time,38.88094833,-3.83382833,486781.96818759706,9576239.514666256,37S
Romeo,2002-08-06T01:03:00Z,Eastern African Time,38.904375,-3.855875,489383.2526516817,9573802.907607527,37S
Romeo,2002-08-06T09:03:00Z,Eastern African Time,38.90472833,-3.85460333,489422.46536842047,9573943.476320527,37S
Romeo,2002-08-06T15:02:00Z,Eastern African Time,38.90487,-3.85490667,489438.19803342706,9573909.94832546,37S
Romeo,2002-08-06T22:03:00Z,Eastern African Time,38.903585,-3.85221,489295.4971495472,9574208.009292426,37S
Romeo,2002-08-07T05:03:00Z,Eastern African Time,38.93912,-3.84000833,493240.6864377898,9575557.085966466,37S
Romeo,2002-08-07T19:03:00Z,Eastern African Time,38.94999333,-3.83292667,494447.87245399546,9576339.935894012,37S
Romeo,2002-08-08T02:03:00Z,Eastern African Time,38.94431833,-3.82419167,493817.72718965146,9577305.420680378,37S
Romeo,2002-08-08T09:03:00Z,Eastern African Time,38.93958667,-3.82602167,493292.3903760929,9577103.106046166,37S
Romeo,2002-08-08T17:03:00Z,Eastern African Time,38.93986167,-3.82608167,493322.9237266965,9577096.476086568,37S
Romeo,2002-08-09T00:04:00Z,Eastern African Time,38.93971,-3.8261333300000002,493306.0844094349,9577090.764664998,37S
Romeo,2002-08-09T06:03:00Z,Eastern African Time,38.88289167,-3.83076167,486997.6867325673,9576578.518380783,37S
Romeo,2002-08-09T14:03:00Z,Eastern African Time,38.88405833,-3.82670667,487127.1583674858,9577026.756301608,37S
Romeo,2002-08-09T20:03:00Z,Eastern African Time,38.880985,-3.83387333,486786.04026964906,9576234.54114573,37S
Romeo,2002-08-10T03:03:00Z,Eastern African Time,38.89971333,-3.82499667,488865.2909794874,9577215.990310742,37S
Romeo,2002-08-10T11:03:00Z,Eastern African Time,38.899045,-3.82547667,488791.0932593659,9577162.924742065,37S
Romeo,2002-08-10T17:03:00Z,Eastern African Time,38.89886333,-3.82592667,488770.9285049695,9577113.181547156,37S
Romeo,2002-08-11T00:03:00Z,Eastern African Time,38.89795,-3.82587167,488669.5218469004,9577119.248983415,37S
Romeo,2002-08-11T07:03:00Z,Eastern African Time,38.88941833,-3.81247333,487722.07015958574,9578600.119569944,37S
Romeo,2002-08-11T14:03:00Z,Eastern African Time,38.88886,-3.81270833,487660.08181526774,9578574.13583169,37S
Romeo,2002-08-11T22:03:00Z,Eastern African Time,38.885105,-3.79112333,487242.8448872315,9580959.982314363,37S
Romeo,2002-08-12T04:03:00Z,Eastern African Time,38.85471,-3.796255,483868.08064283355,9580392.245180795,37S
Romeo,2002-08-12T11:03:00Z,Eastern African Time,38.85474833,-3.79680167,483872.3466727424,9580331.819580944,37S
Romeo,2002-08-12T18:03:00Z,Eastern African Time,38.84291333,-3.82203333,482558.7821151116,9577542.599379037,37S
Romeo,2002-08-13T01:03:00Z,Eastern African Time,38.87321167,-3.84656167,485923.19194569817,9574831.907958783,37S
Romeo,2002-08-13T08:03:00Z,Eastern African Time,38.89014333,-3.81703667,487802.6316610131,9578095.720340855,37S
Romeo,2002-08-13T23:03:00Z,Eastern African Time,38.86974,-3.777835,485536.5971893971,9582428.56875933,37S
Romeo,2002-08-14T06:03:00Z,Eastern African Time,38.84566167,-3.771845,482862.9394589216,9583090.237454949,37S
Romeo,2002-08-14T13:04:00Z,Eastern African Time,38.83339833,-3.76277333,481501.07596746885,9584092.726379972,37S
Romeo,2002-08-14T19:03:00Z,Eastern African Time,38.86217833,-3.751005,484696.51817481674,9585394.097405296,37S
Romeo,2002-08-15T02:03:00Z,Eastern African Time,38.89348833,-3.79973333,488173.7907461367,9580008.394017557,37S
Romeo,2002-08-15T09:03:00Z,Eastern African Time,38.88639667,-3.78239,487386.13687091507,9581925.340764422,37S
Romeo,2002-08-15T17:03:00Z,Eastern African Time,38.864205,-3.74640333,484921.47774073,9585902.77861433,37S
Romeo,2002-08-15T23:03:00Z,Eastern African Time,38.82451167,-3.76178,480514.3041981747,9584202.33113508,37S
Romeo,2002-08-16T06:03:00Z,Eastern African Time,38.88650833,-3.84194667,487399.4019393933,9575342.235807117,37S
Romeo,2002-08-16T13:03:00Z,Eastern African Time,38.88706167,-3.84421167,487460.8705728841,9575091.881607931,37S
Romeo,2002-08-16T20:03:00Z,Eastern African Time,38.90151833,-3.839085,489065.87705552235,9575658.757597255,37S
Romeo,2002-08-17T11:03:00Z,Eastern African Time,38.89871,-3.74159333,488752.81695986097,9586434.96968453,37S
Romeo,2002-08-17T17:03:00Z,Eastern African Time,38.90606,-3.71617167,489568.6578419811,9589245.040788043,37S
Romeo,2002-08-18T08:04:00Z,Eastern African Time,38.9308,-3.70765,492315.77976957837,9590187.235187924,37S
Romeo,2002-08-18T15:03:00Z,Eastern African Time,38.93853833,-3.7079,493175.0744052878,9590159.664859336,37S
Romeo,2002-08-18T22:03:00Z,Eastern African Time,38.91803833,-3.75947667,490899.21015028306,9584458.46031119,37S
Romeo,2002-08-19T04:03:00Z,Eastern African Time,38.83529167,-3.76430667,481711.3390326657,9583923.278096499,37S
Romeo,2002-08-19T11:03:00Z,Eastern African Time,38.87215833,-3.77375833,485805.0503967762,9582879.223873276,37S
Romeo,2002-08-19T18:03:00Z,Eastern African Time,38.86994667,-3.78032167,485559.58592763287,9582153.707747776,37S
Romeo,2002-08-20T01:03:00Z,Eastern African Time,38.86950167,-3.78021333,485510.17366571794,9582165.67571951,37S
Romeo,2002-08-20T08:03:00Z,Eastern African Time,38.92983167,-3.81551,492209.21071034094,9578264.931735784,37S
Romeo,2002-08-20T22:03:00Z,Eastern African Time,38.92966333,-3.81554667,492190.5202428365,9578260.876890691,37S
Romeo,2002-08-21T12:03:00Z,Eastern African Time,38.929555,-3.815495,492178.4918907128,9578266.587253114,37S
Romeo,2002-08-21T19:03:00Z,Eastern African Time,38.92964667,-3.81562667,492188.67120483116,9578252.033936016,37S
Romeo,2002-08-22T02:03:00Z,Eastern African Time,38.91714833,-3.80893167,490800.90872779756,9578991.94275384,37S
Romeo,2002-08-22T09:03:00Z,Eastern African Time,38.92685333,-3.81529333,491878.5234265459,9578288.85384428,37S
Romeo,2002-08-22T23:03:00Z,Eastern African Time,38.87630333,-3.80187333,486265.73603633174,9579771.594704809,37S
Romeo,2002-08-23T20:03:00Z,Eastern African Time,38.86871167,-3.77769333,485422.4141336078,9582444.211103486,37S
Romeo,2002-08-24T04:03:00Z,Eastern African Time,38.87250333,-3.77881667,485843.4396125513,9582320.105202785,37S
Romeo,2002-08-24T10:03:00Z,Eastern African Time,38.87242,-3.778665,485834.1846116987,9582336.868710155,37S
Romeo,2002-08-24T17:03:00Z,Eastern African Time,38.86955667,-3.78027833,485516.2816561993,9582158.491851168,37S
Romeo,2002-08-25T07:03:00Z,Eastern African Time,38.93055833,-3.79657167,492289.72339464154,9580358.286918838,37S
Romeo,2002-08-25T14:03:00Z,Eastern African Time,38.92268833,-3.79425333,491415.8748656047,9580614.470554776,37S
Romeo,2002-08-25T21:03:00Z,Eastern African Time,38.8809,-3.83407167,486776.6059502232,9576212.616273636,37S
Romeo,2002-08-26T04:03:00Z,Eastern African Time,38.874325,-3.78101167,486045.74368839164,9582077.510032652,37S
Romeo,2002-08-26T12:03:00Z,Eastern African Time,38.87300667,-3.78066167,485899.3577306969,9582116.176048845,37S
Romeo,2002-08-26T18:03:00Z,Eastern African Time,38.86906333,-3.78058333,485461.5088489012,9582124.770389788,37S
Romeo,2002-08-27T01:03:00Z,Eastern African Time,38.86954,-3.780895,485514.44094045635,9582090.327857712,37S
Romeo,2002-08-27T15:03:00Z,Eastern African Time,38.86006,-3.7792583300000002,484461.8028636299,9582271.073715664,37S
Romeo,2002-08-27T22:03:00Z,Eastern African Time,38.91860667,-3.775145,490962.4786972125,9582726.5681503,37S
Romeo,2002-08-28T13:03:00Z,Eastern African Time,38.95316667,-3.81010833,494800.0638962204,9578862.181314291,37S
Romeo,2002-08-28T20:03:00Z,Eastern African Time,38.98372833,-3.79253667,498193.30915201595,9580804.58767828,37S
Romeo,2002-08-29T02:03:00Z,Eastern African Time,38.98378333,-3.79256167,498199.4160138857,9580801.824420135,37S
Romeo,2002-08-29T09:03:00Z,Eastern African Time,38.98794,-3.78655833,498660.93393739755,9581465.410521276,37S
Romeo,2002-08-29T16:03:00Z,Eastern African Time,38.983715,-3.79258167,498191.82917681657,9580799.613579668,37S
Romeo,2002-08-29T23:03:00Z,Eastern African Time,38.98387,-3.79225167,498209.0385980119,9580836.090420716,37S
Romeo,2002-08-30T06:03:00Z,Eastern African Time,38.9464,-3.78568167,494048.5884689962,9581562.137544347,37S
Romeo,2002-08-30T20:03:00Z,Eastern African Time,38.86940333,-3.780255,485499.2551991287,9582161.068079242,37S
Romeo,2002-08-31T03:03:00Z,Eastern African Time,38.86799333,-3.775855,485342.62234936847,9582647.399119822,37S
Romeo,2002-08-31T17:03:00Z,Eastern African Time,38.87480667,-3.77180333,486099.0792625047,9583095.362760015,37S
Romeo,2002-09-01T00:03:00Z,Eastern African Time,38.87639333,-3.80290833,486275.74528110196,9579657.192219319,37S
Romeo,2002-09-01T07:03:00Z,Eastern African Time,38.878105,-3.82974333,486466.21516193624,9576691.006790267,37S
Romeo,2002-09-01T14:03:00Z,Eastern African Time,38.87757667,-3.82948167,486407.5514062366,9576719.921090083,37S
Romeo,2002-09-01T21:02:00Z,Eastern African Time,38.86897333,-3.77980333,485451.50272516435,9582210.986307539,37S
Romeo,2002-09-03T01:03:00Z,Eastern African Time,38.87064167,-3.77771667,485636.71222979284,9582441.66332814,37S
Romeo,2002-09-03T08:03:00Z,Eastern African Time,38.88540333,-3.77005,487275.6622661902,9583289.329176141,37S
Romeo,2002-09-03T16:03:00Z,Eastern African Time,38.86965333,-3.77430333,485526.9152929383,9582818.94097481,37S
Romeo,2002-09-03T22:03:00Z,Eastern African Time,38.86114833,-3.760765,484582.3197798148,9584315.256444063,37S
Romeo,2002-09-04T05:03:00Z,Eastern African Time,38.90256833,-3.75017833,489181.3495369696,9585486.075682,37S
Romeo,2002-09-04T12:03:00Z,Eastern African Time,38.90167167,-3.74902667,489081.77151919884,9585613.363243937,37S
Romeo,2002-09-04T19:04:00Z,Eastern African Time,38.93013667,-3.74541167,492242.4519427828,9586013.250130488,37S
Romeo,2002-09-05T17:03:00Z,Eastern African Time,38.92938667,-3.745095,492159.16990007367,9586048.246537492,37S
Romeo,2002-09-06T06:03:00Z,Eastern African Time,38.92953667,-3.74524833,492175.82711260155,9586031.299565984,37S
Romeo,2002-09-06T13:03:00Z,Eastern African Time,38.92971833,-3.74526333,492195.99858789577,9586029.643161329,37S
Romeo,2002-09-06T21:03:00Z,Eastern African Time,38.92968167,-3.74532667,492191.9284599725,9586022.641556721,37S
Romeo,2002-09-07T03:03:00Z,Eastern African Time,38.92953667,-3.74562833,492175.83048698405,9585989.296316965,37S
Romeo,2002-09-08T01:03:00Z,Eastern African Time,38.908805,-3.849975,489875.0232297664,9574455.119194586,37S
Romeo,2002-09-08T14:03:00Z,Eastern African Time,38.90263833,-3.84955833,489190.35929253994,9574501.100256419,37S
Romeo,2002-09-08T21:03:00Z,Eastern African Time,38.88092667,-3.83139,486779.5258845761,9576509.03573185,37S
Romeo,2002-09-09T04:03:00Z,Eastern African Time,38.86878,-3.80519333,485430.46149869176,9579404.49456174,37S
Romeo,2002-09-09T12:03:00Z,Eastern African Time,38.868515,-3.80545833,485401.0425910425,9579375.198250484,37S
Romeo,2002-09-10T01:03:00Z,Eastern African Time,38.871405,-3.782155,485721.5412224951,9581951.084436249,37S
Romeo,2002-09-10T15:03:00Z,Eastern African Time,38.87001667,-3.78003667,485567.3536482486,9582185.211429656,37S
Romeo,2002-09-10T22:03:00Z,Eastern African Time,38.87066667,-3.779855,485639.5232691121,9582205.303117897,37S
Romeo,2002-09-11T05:03:00Z,Eastern African Time,38.87058833,-3.778815,485630.8076880219,9582320.258378882,37S
Romeo,2002-09-11T20:03:00Z,Eastern African Time,38.86979833,-3.77676667,485543.05618630577,9582546.657743998,37S
Romeo,2002-09-12T02:03:00Z,Eastern African Time,38.87092333,-3.78068667,485668.03511609166,9582113.378585652,37S
Romeo,2002-09-12T10:03:00Z,Eastern African Time,38.87227167,-3.78006833,485817.7375909993,9582181.74901024,37S
Romeo,2002-09-13T00:03:00Z,Eastern African Time,38.873035,-3.78473667,485902.5691932187,9581665.745781155,37S
Romeo,2002-09-13T06:03:00Z,Eastern African Time,38.871325,-3.79500833,485712.8692886029,9580530.338101894,37S
Diana,2005-01-12T03:00:41Z,Eastern African Time,38.9237614,-3.8396436,491535.4652328855,9575597.26479177,37S
Diana,2005-01-12T09:00:48Z,Eastern African Time,38.9249859,-3.8350118,491671.3728803502,9576109.25333934,37S
Diana,2005-01-12T21:01:24Z,Eastern African Time,38.9312856,-3.8288389,492370.7584119552,9576791.63402713,37S
Diana,2005-02-12T03:00:42Z,Eastern African Time,38.9329107,-3.8756283,492551.59740834846,9571619.77581905,37S
Diana,2005-02-12T09:03:02Z,Eastern African Time,38.9558162,-3.8661086,495094.5625743772,9572672.20407262,37S
Diana,2005-02-12T15:03:12Z,Eastern African Time,38.956307,-3.8657851,495149.05105033517,9572707.965002628,37S
Diana,2005-02-12T21:00:49Z,Eastern African Time,38.9843564,-3.8595677,498263.1805806933,9573395.31457006,37S
Diana,2005-03-12T03:00:54Z,Eastern African Time,38.9856231,-3.8380284,498403.77493812767,9575776.164663618,37S
Diana,2005-03-12T09:00:53Z,Eastern African Time,38.9872703,-3.7996358,498586.5959330603,9580019.892538352,37S
Diana,2005-03-12T21:00:54Z,Eastern African Time,38.9867835,-3.7915331,498532.5318778165,9580915.52296558,37S
Diana,2005-04-12T03:00:48Z,Eastern African Time,38.9339156,-3.8115357,492662.61594312143,9578704.26698001,37S
Diana,2005-04-12T09:01:23Z,Eastern African Time,38.9200856,-3.8132376,491127.080648986,9578516.017308446,37S
Diana,2005-04-12T21:00:55Z,Eastern African Time,38.9106981,-3.8248524,490084.9162420505,9577232.071820967,37S
Diana,2005-05-12T03:00:54Z,Eastern African Time,38.8699549,-3.8531267,485561.71559689776,9574106.185809223,37S
Diana,2005-05-12T09:01:51Z,Eastern African Time,38.8236513,-3.8333694,480420.38412435533,9576289.146233821,37S
Diana,2005-05-12T15:00:52Z,Eastern African Time,38.8236536,-3.8331395,480420.6342603371,9576314.558404518,37S
Diana,2005-05-12T21:00:54Z,Eastern African Time,38.8170115,-3.8103564,479682.6374810602,9578832.746061694,37S
Diana,2005-06-12T03:00:42Z,Eastern African Time,38.8287286,-3.735666,480981.97667579947,9587088.942493541,37S
Diana,2005-06-12T09:01:41Z,Eastern African Time,38.8648178,-3.7215043,484989.09959981416,9588655.00491713,37S
Diana,2005-06-12T15:01:52Z,Eastern African Time,38.8647785,-3.7215049,484984.7356517093,9588654.93792772,37S
Diana,2005-06-12T21:00:48Z,Eastern African Time,38.8817575,-3.7070873,486869.9073947844,9590248.8571444,37S
Diana,2005-06-25T13:51:37Z,Eastern African Time,38.870628,-3.788616,485635.373868466,9581236.903923668,37S
Diana,2005-06-25T15:00:42Z,Eastern African Time,38.8705997,-3.7886498,485632.23217258503,9581233.16736594,37S
Diana,2005-07-12T03:00:23Z,Eastern African Time,38.9370422,-3.6879458,493008.782353447,9592365.285299106,37S
Diana,2005-07-12T15:02:17Z,Eastern African Time,38.9649943,-3.7181153,496112.8859469232,9589030.67945575,37S
Diana,2005-07-12T21:01:24Z,Eastern African Time,38.9656724,-3.7275217,496188.2241985285,9587990.948382353,37S
Diana,2005-08-10T19:04:54Z,Eastern African Time,38.9199658,-3.8041695,491113.6862065459,9579518.35897095,37S
Diana,2005-08-10T23:01:18Z,Eastern African Time,38.9199946,-3.8032662,491116.8746655509,9579618.205567317,37S
Diana,2005-08-12T03:00:53Z,Eastern African Time,38.9666299,-3.7261697,496294.5404437683,9588140.395453664,37S
Diana,2005-08-12T09:03:08Z,Eastern African Time,38.966375,-3.7258943,496266.2348501273,9588170.835649088,37S
Diana,2005-08-12T15:00:55Z,Eastern African Time,38.9663514,-3.7260144,496263.6147807732,9588157.560325354,37S
Diana,2005-08-12T21:00:55Z,Eastern African Time,38.9660928,-3.7262596,496234.90053245856,9588130.456103776,37S
Diana,2005-09-10T03:01:24Z,Eastern African Time,38.912373,-3.7981286,490270.57823601953,9580186.008337086,37S
Diana,2005-09-10T07:01:12Z,Eastern African Time,38.8707057,-3.774821,485643.7742358065,9582761.73767854,37S
Diana,2005-09-10T11:01:19Z,Eastern African Time,38.8708363,-3.7748284,485658.2755862314,9582760.921871815,37S
Diana,2005-09-10T19:01:18Z,Eastern African Time,38.8701869,-3.7746587,485586.16637068696,9582779.668956442,37S
Diana,2005-09-10T23:01:17Z,Eastern African Time,38.8700108,-3.7732812,485566.59028748545,9582931.928191472,37S
Diana,2005-09-12T03:01:12Z,Eastern African Time,38.9661065,-3.726246,496236.42174061295,9588131.959434919,37S
Diana,2005-09-12T09:02:24Z,Eastern African Time,38.9662617,-3.7273358,496253.6599627181,9588011.499320427,37S
Diana,2005-09-12T15:01:24Z,Eastern African Time,38.9637194,-3.7256954,495971.35251778597,9588192.809322026,37S
Diana,2005-09-12T21:01:02Z,Eastern African Time,38.963192,-3.725675,495912.7891978046,9588195.061803864,37S
Diana,2005-10-08T19:04:54Z,Eastern African Time,38.9199658,-3.8041695,491113.6862065459,9579518.35897095,37S
Diana,2005-10-08T23:01:18Z,Eastern African Time,38.9199946,-3.8032662,491116.8746655509,9579618.205567317,37S
